ANY,MES,"MOTIU",NUMERO,"CODI_ENS","NOM_ENS"
2014,11,"DEFUNCIO",68,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,12,"INSCRIPCIO INDEGUDA",4,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,12,"EMIGRACIO",331,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,12,"DEFUNCIO",75,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,1,"INSCRIPCIO INDEGUDA",9,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,1,"EMIGRACIO",484,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,1,"DEFUNCIO",87,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,2,"INSCRIPCIO INDEGUDA",590,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,2,"EMIGRACIO",407,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,2,"DEFUNCIO",89,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,3,"INSCRIPCIO INDEGUDA",9,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,3,"EMIGRACIO",458,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,3,"DEFUNCIO",91,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,4,"INSCRIPCIO INDEGUDA",7,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,4,"EMIGRACIO",436,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,4,"DEFUNCIO",84,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,5,"INSCRIPCIO INDEGUDA",14,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,5,"EMIGRACIO",457,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,5,"DEFUNCIO",71,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,6,"INSCRIPCIO INDEGUDA",246,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,6,"EMIGRACIO",438,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,6,"DEFUNCIO",79,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,7,"INSCRIPCIO INDEGUDA",7,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,7,"EMIGRACIO",497,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,7,"DEFUNCIO",96,"4314820002","AJUNTAMENT DE TARRAGONA"
